全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,URL,画像,画像_ライセンス,備考
122033,,市川市,塩浜学園,シオハマガクエン,,,,,122033,,千葉県市川市塩浜4丁目5-1,千葉県,市川市,塩浜4丁目,5-1,,35.66471272,139.9147933,,,(047)397-4421,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,南行徳ハイツ自治会館,ミナミギョウトクハイツジチカイ,,,,,122033,,千葉県市川市南行徳3丁目7-3,千葉県,市川市,南行徳3丁目,7-3,,35.66757883,139.9039155,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,新井地域ふれあい館,アライチイキフレアイカン,,,,,122033,,千葉県市川市新井3丁目31-1,千葉県,市川市,新井3丁目,31-1,,35.66979575,139.898744,,,(047)395-5019,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,新井小学校,アライショウガッコウ,,,,,122033,,千葉県市川市新井1丁目18-13,千葉県,市川市,新井1丁目,18-13,,35.67394669,139.8905166,,,(047)357-1722,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,広尾防災公園管理棟,ヒロオボウサイコウエンカンリトウ,,,,,122033,,千葉県市川市広尾2丁目3-2,千葉県,市川市,広尾2丁目,3-2,,35.67879369,139.8893295,,,(047)359-0155,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,南行徳公民館,ミナミギョウトクコウミンカン,,,,,122033,,千葉県市川市相之川1丁目3-7,千葉県,市川市,相之川1丁目,3-7,,35.68022789,139.899113,,,(047)356-7371,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,富美浜地域ふれあい館,フミハマチイキフレアイカン,,,,,122033,,千葉県市川市欠真間2丁目31-5,千葉県,市川市,欠真間2丁目,31-5,,35.67541344,139.9054941,,,(047)356-5844,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,富美浜小学校,フミハマショウガッコウ,,,,,122033,,千葉県市川市南行徳2丁目3-1,千葉県,市川市,南行徳2丁目,3-1,,35.671495,139.9052937,,,(047)396-2522,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,福栄中学校,フクエイチュウガッコウ,,,,,122033,,千葉県市川市福栄3丁目4-1,千葉県,市川市,福栄3丁目,4-1,,35.673886,139.9101037,,,(047)396-0701,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,香取地域ふれあい館,カンドリチイキフレアイカン,,,,,122033,,千葉県市川市香取2丁目19-1,千葉県,市川市,香取2丁目,19-1,,35.679101,139.9099381,,,(047)358-3854,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,南行徳小学校,ミナミギョウトクショウガッコウ,,,,,122033,,千葉県市川市欠真間1丁目6-38,千葉県,市川市,欠真間1丁目,6-38,,35.68037731,139.9016029,,,(047)357-3126,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,押切自治会館,オシキリジチカイカン,,,,,122033,,千葉県市川市押切6-6,千葉県,市川市,押切,6-6,,35.68558761,139.9123128,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,新浜小学校,ニイハマショウガッコウ,,,,,122033,,千葉県市川市行徳駅前4丁目5-1,千葉県,市川市,行徳駅前4丁目,5-1,,35.68000753,139.9162687,,,(047)395-5331,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,南新浜小学校,ミナミニイハマショウガッコウ,,,,,122033,,千葉県市川市新浜1丁目26-1,千葉県,市川市,新浜1丁目,26-1,,35.67459847,139.9165661,,,(047)396-9731,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,行徳支所,ギョウトクシショ,,,,,122033,,千葉県市川市末広1丁目1-31,千葉県,市川市,末広1丁目,1-31,,35.68571564,139.9163638,,,(047)359-1111,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,伊勢宿自治会館,イセジュクジチカイカン,,,,,122033,,千葉県市川市伊勢宿8丁目6,千葉県,市川市,伊勢宿8丁目,6,,35.68801542,139.9148567,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,塩焼第二保育園,シオヤキダイニホイクエン,,,,,122033,,千葉県市川市塩焼3丁目11-15,千葉県,市川市,塩焼3丁目,11-15,,35.68535964,139.9245726,,,(047)395-5176,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,幸小学校,サイワイショウガッコウ,,,,,122033,,千葉県市川市幸1丁目11-1,千葉県,市川市,幸1丁目,11-1,,35.68101883,139.9300964,,,(047)396-0770,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,塩焼小学校,シオヤキショウガッコウ,,,,,122033,,千葉県市川市塩焼5丁目9-8,千葉県,市川市,塩焼5丁目,9-8,,35.68396611,139.9301302,,,(047)397-1231,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,妙典中学校,ミョウデンチュウガッコウ,,,,,122033,,千葉県市川市妙典5丁目22-1,千葉県,市川市,妙典5丁目,22-1,,35.68820014,139.9335269,,,(047)395-5811,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,行徳小学校,ギョウトクショウガッコウ,,,,,122033,,千葉県市川市富浜1丁目1-40,千葉県,市川市,富浜1丁目,1-40,,35.69260683,139.9232959,,,(047)357-3116,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,本行徳公民館,ホンギョウトクコウミンカン,,,,,122033,,千葉県市川市本行徳12-8,千葉県,市川市,本行徳,12-8,,35.69455314,139.9182408,,,(047)359-1351,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,妙典小学校,ミョウデンショウガッコウ,,,,,122033,,千葉県市川市妙典2丁目14-2,千葉県,市川市,妙典2丁目,14-2,,35.69604356,139.9300422,,,(047)399-5891,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,二俣小学校,フタマタショウガッコウ,,,,,122033,,千葉県市川市二俣678,千葉県,市川市,二俣,678,,35.69694186,139.9565635,,,(047)328-0105,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,信篤市民体育館,シントクシミンタイイクカン,,,,,122033,,千葉県市川市高谷1丁目8-2,千葉県,市川市,高谷1丁目,8-2,,35.70171822,139.9422201,,,(047)327-6336,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,原木中山ファミールハイツコミュニティセンター,バラキナカヤマファミールハイツコミュニティセンター,,,,,122033,,千葉県市川市原木1丁目3-2,千葉県,市川市,原木1丁目,3-2,,35.70689533,139.9463056,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,いきいきセンター田尻,イキイキセンタータジリ,,,,,122033,,千葉県市川市田尻4丁目13-3,千葉県,市川市,田尻4丁目,13-3,,35.70352373,139.9343643,,,(047)379-8631,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,第六中学校,ダイロクチュウガッコウ,,,,,122033,,千葉県市川市鬼高3丁目16-1,千葉県,市川市,鬼高3丁目,16-1,,35.71165814,139.9355349,,,(047)370-0535,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,鬼高小学校,オニタカショウガッコウ,,,,,122033,,千葉県市川市鬼高2丁目13-5,千葉県,市川市,鬼高2丁目,13-5,,35.7149145,139.9376678,,,(047)335-0304,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,中山小学校,ナカヤマショウガッコウ,,,,,122033,,千葉県市川市中山1丁目1-5,千葉県,市川市,中山1丁目,1-5,,35.72113644,139.9435301,,,(047)335-2711,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,第四中学校,ダイヨンショウガッコウ,,,,,122033,,千葉県市川市中山1丁目11-1,千葉県,市川市,中山1丁目,11-1,,35.72232614,139.9457353,,,(047)335-3431,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,中山清華園管理棟,ナカヤマセイカエンカンリトウ,,,,,122033,,千葉県市川市中山4丁目14-1,千葉県,市川市,中山4丁目,14-1,,35.71719933,139.9459862,,,(047)333-6147,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,若宮小学校,ワカミヤショウガッコウ,,,,,122033,,千葉県市川市若宮3丁目54-10,千葉県,市川市,若宮3丁目,54-10,,35.72630969,139.951866,,,(047)339-2177,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,東部公民館,トウブコウミンカン,,,,,122033,,千葉県市川市本北方3丁目19-16,千葉県,市川市,本北方3丁目,19-16,,35.72879947,139.9507828,,,(047)337-8886,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,いきいきセンター北方,イキイキセンターキタカタ,,,,,122033,,千葉県市川市北方2丁目29-9,千葉県,市川市,北方2丁目,29-9,,35.72545833,139.9410269,,,(047)332-3846,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,冨貴島小学校,フクシマショウガッコウ,,,,,122033,,千葉県市川市八幡6丁目10-11,千葉県,市川市,八幡6丁目,10-11,,35.72701469,139.9376996,,,(047)334-2624,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,全日警ホール,ゼンニッケイホール,,,,,122033,,千葉県市川市八幡4丁目2-1,千葉県,市川市,八幡4丁目,2-1,,35.72365643,139.9311878,,,(047)335-1542,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,市川教育会館,イチカワキョウイクカイカン,,,,,122033,,千葉県市川市南八幡1丁目10-19,千葉県,市川市,南八幡1丁目,10-19,,35.71771392,139.9296134,,,(047)376-0770,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,勤労福祉センター,キンロウフクシセンター,,,,,122033,,千葉県市川市南八幡2丁目20-1,千葉県,市川市,南八幡2丁目,20-1,,35.71366208,139.9272748,,,(047)370-5201,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,稲荷木小学校,トウカギショウガッコウ,,,,,122033,,千葉県市川市稲荷木1丁目14-1,千葉県,市川市,稲荷木1丁目,14-1,,35.71157136,139.921744,,,(047)376-5961,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大和田小学校,オオワダショウガッコウ,,,,,122033,,千葉県市川市大和田1丁目1-3,千葉県,市川市,大和田1丁目,1-3,,35.71767431,139.9216071,,,(047)378-5001,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,八幡小学校,ヤワタショウガッコウ,,,,,122033,,千葉県市川市八幡3丁目24-1,千葉県,市川市,八幡3丁目,24-1,,35.72600439,139.9281004,,,(047)325-4763,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,菅野保育園,スガノホイクエン,,,,,122033,,千葉県市川市菅野4丁目12-16,千葉県,市川市,菅野4丁目,12-16,,35.73290242,139.9271667,,,(047)326-4452,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,菅野小学校,スガノショウガッコウ,,,,,122033,,千葉県市川市菅野6丁目14-1,千葉県,市川市,菅野6丁目,14-1,,35.73430856,139.91662,,,(047)324-5955,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,胡録神社,コロクジンジャ,,,,,122033,,千葉県市川市新田1丁目3-1,千葉県,市川市,新田1丁目,3-1,,35.72787319,139.9165348,,,(047)326-9596,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,平田小学校,ヒラタショウガッコウ,,,,,122033,,千葉県市川市平田3丁目28-1,千葉県,市川市,平田3丁目,28-1,,35.72419603,139.9180984,,,(047)379-6761,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,鶴指小学校,ツルサシショウガッコウ,,,,,122033,,千葉県市川市大和田4丁目11-1,千葉県,市川市,大和田4丁目,11-1,,35.71805592,139.9155548,,,(047)379-3588,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大洲保育園,オオスホイクエン,,,,,122033,,千葉県市川市大洲2丁目3-8,千葉県,市川市,大洲2丁目,3-8,,35.71606347,139.911829,,,(047)378-3331,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大洲幼稚園,オオスヨウチエン,,,,,122033,,千葉県市川市大洲4丁目3-12,千葉県,市川市,大洲4丁目,3-12,,35.72104467,139.9096062,,,(047)370-3648,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大洲小学校,オオスショウガッコウ,,,,,122033,,千葉県市川市大洲4丁目18-1,千葉県,市川市,大洲4丁目,18-1,,35.7234455,139.9068424,,,(047)370-0300,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,市川南保育園,イチカワミナミホイクエン,,,,,122033,,千葉県市川市市川南4丁目1-15,千葉県,市川市,市川南4丁目,1-15,,35.72700983,139.9025786,,,(047)324-1155,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,市川地域ふれあい館,イチカワチイキフレアイカン,,,,,122033,,千葉県市川市市川2丁目7-7,千葉県,市川市,市川2丁目,7-7,,35.73091419,139.9035618,,,(047)322-7710,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,宮田小学校,ミヤタショウガッコウ,,,,,122033,,千葉県市川市新田4丁目8-15,千葉県,市川市,新田4丁目,8-15,,35.72690375,139.9092684,,,(047)379-7647,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,男女共同参画センター,ダンジョキョウドウサンカクセンター,,,,,122033,,千葉県市川市市川1丁目24-2,千葉県,市川市,市川1丁目,24-2,,35.73085453,139.9104297,,,(047)322-6700,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,市川小学校,イチカワショウガッコウ,,,,,122033,,千葉県市川市市川2丁目32-5,千葉県,市川市,市川2丁目,32-5,,35.73215889,139.9052769,,,(047)325-4758,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,真間小学校,ママショウガッコウ,,,,,122033,,千葉県市川市真間4丁目1-1,千葉県,市川市,真間4丁目,1-1,,35.73775333,139.9102105,,,(047)372-4726,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,第二中学校,ダイニチュウガッコウ,,,,,122033,,千葉県市川市須和田2丁目34-1,千葉県,市川市,須和田2丁目,34-1,,35.73914728,139.9141654,,,(047)371-6188,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,第一中学校,ダイイチショウガッコウ,,,,,122033,,千葉県市川市国府台2丁目７-1,千葉県,市川市,国府台2丁目,７-1,,35.744718,139.901083,,,(047)371-6045,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,国府台小学校,コウノダイショウガッコウ,,,,,122033,,千葉県市川市国府台5丁目25-4,千葉県,市川市,国府台5丁目,25-4,,35.75411978,139.9027517,,,(047)372-4672,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,いきいきセンター北国分,イキイキセンターキタコクブン,,,,,122033,,千葉県市川市北国分1丁目12-32,千葉県,市川市,北国分1丁目,12-32,,35.75883958,139.9035414,,,(047)375-2167,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,歴史博物館,レキシハクブツカン,,,,,122033,,千葉県市川市堀之内2丁目27-1,千葉県,市川市,堀之内2丁目,27-1,,35.75983072,139.9115136,,,(047)373-6351,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,中国分小学校,ナカコクブンショウガッコウ,,,,,122033,,千葉県市川市中国分1丁目22-1,千葉県,市川市,中国分1丁目,22-1,,35.75365394,139.9157875,,,(047)371-7886,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,チャレンジ国分,チャレンジコクブン,,,,,122033,,千葉県市川市国分3丁目22-27,千葉県,市川市,国分3丁目,22-27,,35.74464914,139.9155638,,,(047)374−1800　,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,国分小学校,コクブンショウガッコウ,,,,,122033,,千葉県市川市東国分2丁目4-1,千葉県,市川市,東国分2丁目,4-1,,35.74498397,139.9209401,,,(047)371-6793,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,須和田自治会館,スワダジチカイカン,,,,,122033,,千葉県市川市須和田2丁目22-7,千葉県,市川市,須和田2丁目,22-7,,35.73618508,139.9167566,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,曽谷小学校,ソヤショウガッコウ,,,,,122033,,千葉県市川市曽谷7丁目18-1,千葉県,市川市,曽谷7丁目,18-1,,35.74724142,139.9268294,,,(047)371-7888,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,国分高校,コクブンコウコウ,,,,,122033,,千葉県市川市稲越町310,千葉県,市川市,稲越町,310,,35.75328439,139.927888,,,(047)371-6100,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,曽谷春日神社,ソヤカスガジンジャ,,,,,122033,,千葉県市川市曽谷2丁目7-5,千葉県,市川市,曽谷2丁目,7-5,,35.74568083,139.9355401,,,(047)371-7341,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,第三中学校,ダイサンチュウガッコウ,,,,,122033,,千葉県市川市曽谷3丁目2-1,千葉県,市川市,曽谷3丁目,2-1,,35.74032267,139.9326312,,,(047)371-7341,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,宮久保小学校,ミヤクボショウガッコウ,,,,,122033,,千葉県市川市宮久保5丁目7-1,千葉県,市川市,宮久保5丁目,7-1,,35.73666925,139.9439378,,,(047)371-2747,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,下貝塚中学校,シモカイヅカチュウガッコウ,,,,,122033,,千葉県市川市下貝塚3丁目13-1,千葉県,市川市,下貝塚3丁目,13-1,,35.73971086,139.9457383,,,(047)371-8800,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大野小学校,オオノショウガッコウ,,,,,122033,,千葉県市川市南大野1丁目42-1,千葉県,市川市,南大野1丁目,42-1,,35.74217086,139.9503555,,,(047)338-3000,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,迎米公民館,ムカイゴメコウミンカン,,,,,122033,,千葉県市川市大野町2丁目925,千葉県,市川市,大野町2丁目,925,,35.75045853,139.948008,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大柏出張所,オオガシワシュッチョウジョ,,,,,122033,,千葉県市川市南大野2丁目3-19,千葉県,市川市,南大野2丁目,3-19,,35.74522633,139.9531835,,,(047)339-3111,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,柏井小学校,カシワイショウガッコウ,,,,,122033,,千葉県市川市柏井町1丁目1149-1,千葉県,市川市,柏井町1丁目,1149-1,,35.73960672,139.9665055,,,(047)337-8877,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大野地域ふれあい館,オオノチイキフレアイカン,,,,,122033,,千葉県市川市大野町3丁目1625-1,千葉県,市川市,大野町3丁目,1625-1,,35.75801928,139.9554206,,,(047)338-3754,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大町会館,オオマチカイカン,,,,,122033,,千葉県市川市大町273,千葉県,市川市,大町,273,,35.771856,139.957143,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
122033,,市川市,大町第二団地集会所,オオマチダイニダンチシュウカイジョウ,,,,,122033,,千葉県市川市大町124,千葉県,市川市,大町,124,,35.774676,139.960901,,,,,,,,,http://www.city.ichikawa.lg.jp/ele01/1551000002.html,,,
